日期,时间,时间戳,27币涨跌幅总和(%)
2026-01-16,18:30,1768559040,0.0000
2026-01-16,19:00,1768560840,0.0000
2026-01-16,19:30,1768562640,0.0000
2026-01-16,20:00,1768564440,0.0000
2026-01-16,20:30,1768566240,0.0000
2026-01-16,21:00,1768568040,0.0000
2026-01-16,21:30,1768569840,0.0000
2026-01-16,22:00,1768571640,0.0000
2026-01-16,22:30,1768573440,0.0000
2026-01-16,23:00,1768575240,0.0000
2026-01-16,23:30,1768577040,0.0000
